0.0,300.0,0.0,0.0,220.0,0.0
0.0,220.0,0.0,25.980764,168.03848,-15.000004
25.980764,168.03848,-15.000004,51.84494,144.03127,-42.92308
51.84494,144.03127,-42.92308,63.718956,138.13719,-73.96064
63.718956,138.13719,-73.96064,60.67316,138.76163,-99.08147
60.67316,138.76163,-99.08147,49.336796,138.02504,-114.29169
49.336796,138.02504,-114.29169,37.49547,133.29547,-120.62753
37.49547,133.29547,-120.62753,29.994751,125.783035,-121.784
37.49547,133.29547,-120.62753,34.746635,125.783035,-127.70158
37.49547,133.29547,-120.62753,26.92281,134.66403,-120.01041
37.49547,133.29547,-120.62753,31.674694,134.66403,-129.47516
49.336796,138.02504,-114.29169,48.903137,133.29547,-127.7145
48.903137,133.29547,-127.7145,45.16162,130.06091,-137.17883
48.903137,133.29547,-127.7145,55.22873,130.06091,-135.68692
48.903137,133.29547,-127.7145,42.08968,130.38615,-135.40524
48.903137,133.29547,-127.7145,52.156788,130.38615,-137.4605
49.336796,138.02504,-114.29169,37.017044,141.79774,-120.35131
37.017044,141.79774,-120.35131,26.5896,139.62828,-119.57881
37.017044,141.79774,-120.35131,31.134321,139.62828,-128.9955
37.017044,141.79774,-120.35131,29.040049,148.8681,-120.993576
37.017044,141.79774,-120.35131,33.584766,148.8681,-127.58073
49.336796,138.02504,-114.29169,48.424713,141.79774,-127.990715
48.424713,141.79774,-127.990715,41.549305,143.90616,-135.8849
48.424713,141.79774,-127.990715,51.823578,143.90616,-137.89209
48.424713,141.79774,-127.990715,43.999752,144.59023,-137.29967
48.424713,141.79774,-127.990715,54.274025,144.59023,-136.47733
60.67316,138.76163,-99.08147,68.17742,138.02504,-116.50416
68.17742,138.02504,-116.50416,66.10427,140.3607,-130.39572
66.10427,140.3607,-130.39572,58.970257,141.10033,-138.30734
66.10427,140.3607,-130.39572,69.38893,141.10033,-140.52977
66.10427,140.3607,-130.39572,60.48732,142.6552,-139.18321
66.10427,140.3607,-130.39572,70.90599,142.6552,-139.65388
68.17742,138.02504,-116.50416,79.17129,140.3607,-125.24534
79.17129,140.3607,-125.24534,81.31886,146.00046,-134.05533
79.17129,140.3607,-125.24534,87.87475,146.00046,-127.790474
79.17129,140.3607,-125.24534,82.83593,137.75507,-134.9312
79.17129,140.3607,-125.24534,89.391815,137.75507,-126.9146
68.17742,138.02504,-116.50416,65.62585,134.73251,-130.11949
65.62585,134.73251,-130.11949,60.15411,131.63712,-138.75162
65.62585,134.73251,-130.11949,70.365616,131.63712,-139.17421
65.62585,134.73251,-130.11949,58.015553,133.5508,-137.51692
65.62585,134.73251,-130.11949,68.22706,133.5508,-140.4089
68.17742,138.02504,-116.50416,78.69286,134.73251,-125.52156
78.69286,134.73251,-125.52156,82.295555,136.53725,-135.41087
78.69286,134.73251,-125.52156,89.0586,136.53725,-127.3462
78.69286,134.73251,-125.52156,80.157,128.65067,-134.17618
78.69286,134.73251,-125.52156,86.920044,128.65067,-128.58089
60.67316,138.76163,-99.08147,49.742382,140.30939,-114.525856
49.742382,140.30939,-114.525856,37.299522,137.21565,-120.7172
37.299522,137.21565,-120.7172,28.983383,130.54013,-121.27773
37.299522,137.21565,-120.7172,33.626892,130.54013,-128.19946
37.299522,137.21565,-120.7172,26.973938,139.87228,-120.117584
37.299522,137.21565,-120.7172,31.617447,139.87228,-129.3596
49.742382,140.30939,-114.525856,48.882816,137.21565,-128.39735
48.882816,137.21565,-128.39735,44.202217,134.88387,-137.70808
48.882816,137.21565,-128.39735,54.605846,134.88387,-137.10623
48.882816,137.21565,-128.39735,42.192776,135.52855,-136.54793
48.882816,137.21565,-128.39735,52.5964,135.52855,-138.26639
49.742382,140.30939,-114.525856,38.304825,145.41373,-121.29761
38.304825,145.41373,-121.29761,27.674107,144.44,-121.02447
38.304825,145.41373,-121.29761,32.752922,144.44,-130.36751
38.304825,145.41373,-121.29761,30.989475,153.01817,-122.9386
38.304825,145.41373,-121.29761,36.06829,153.01817,-128.45338
49.742382,140.30939,-114.525856,49.888115,145.41373,-127.81695
49.888115,145.41373,-127.81695,43.328247,148.78374,-135.54002
49.888115,145.41373,-127.81695,53.296566,148.78374,-137.3595
49.888115,145.41373,-127.81695,46.643616,148.67444,-137.45416
